"id","shock.stage","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","date.3","mass.3","mass.in.hs","inst.in.hs","date.in.hs","time.in.hs","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","instar.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.cull","mass.cull","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","fem.ecl","male.ecl","fem.mass","male.mass","num.unem.mat","num.unem.im","mat.load","tot.load","mass.unem","mass.fail.spin","pup","moth.ecl","pv.dna","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.p5.4.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died.bf5","time.ovp.dec","time.in.hs.dec","time.out.hs.dec","tt3","tt4","tt5","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttwand","ttcull","ttem.h","ttem.w","ttecl","ps.em","ps.ecl","ind.male.mass","ind.fem.mass","tot.unem","p.unem.mat","p.unem.im","hs.cal"
62,"control",25,10,0,0,NA,"10/17/18","10/23/18",09:19:00,1,"10/23/18",73.34,"FALSE",NA,NA,NA,NA,NA,"10/28/18",337.46,"11/2/18",1782.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",5,0,"4026.61",131,109,22,"11/13/18",44,21,23,6.92,5.39,19,3,"150",153,NA,NA,NA,NA,NA,"wasp colony density low at ovp. removed cuticle from last prolegs after molt into 5th. labeled as late in dish, but control in data sheet. Think it's actually a control, changed labels when dissected 11/29/18. maybe toss from data just in case","3 immature 2nds, fairly large. at least 3 1sts",0,291,297,297,0,NA,302,307,NA,NA,NA,NA,NA,NA,312,318,"0",9.31666666666667,NA,NA,6,11,16,NA,NA,NA,NA,NA,NA,21,15,21,0.856209150326797,0.287581699346405,0.234347826086957,0.329523809523809,22,0.863636363636364,0.136363636363636,"none"
63,"control",25,10,0,0,NA,"10/17/18","10/24/18",10:07:00,1,"10/24/18",55.84,"FALSE",NA,NA,NA,NA,NA,"10/28/18",291.66,"11/2/18",1481.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18",5,0,"3313.23",78,72,6,"11/12/18",65,12,53,3.39,11.82,19,0,"97",97,NA,NA,NA,NA,NA,NA,"mostly large 2nds, a few small seconds, no 1sts seen",0,291,298,298,0,NA,302,307,NA,NA,NA,NA,NA,NA,311,317,"0",10.1166666666667,NA,NA,7,11,16,NA,NA,NA,NA,NA,NA,20,13,19,0.804123711340206,0.670103092783505,0.223018867924528,0.2825,19,1,0,"none"
64,"early",25,10,42,3,NA,"10/19/18","10/24/18",09:42:00,1,"10/24/18",50.58,"50.58",3,"10/24/18",10:30:00,"10/26/18",16:26:00,"10/29/18",259.43,"11/3/18",1218.18,"11/10/18",12052.62,"5","11/17/18",14644.73,"5",NA,NA,NA,NA,NA,NA,"11/19/18","13778.82",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,293,298,298,298,300,303,308,315,322,NA,NA,324,NA,NA,NA,"0",9.7,10.5,16.4333333333333,5,10,15,22,29,NA,NA,NA,31,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
65,"mid",25,10,42,3,NA,"10/19/18","10/24/18",09:50:00,2,"10/24/18",50.12,"214.62",4,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/28/18",214.62,"11/3/18",1320.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/18",5,0,"3889.82",196,167,29,"11/14/18",79,25,54,7.97,10.93,38,3,"234",237,NA,NA,NA,NA,NA,NA,NA,0,293,298,298,302,304,302,308,NA,NA,NA,NA,NA,NA,313,319,"0",9.83333333333333,12.0833333333333,16.2333333333333,5,9,15,NA,NA,NA,NA,NA,NA,20,15,21,0.827004219409283,0.333333333333333,0.202407407407407,0.3188,41,0.926829268292683,0.0731707317073171,"high"
66,"late",25,10,42,3,NA,"10/19/18","10/24/18",09:59:00,1,"10/24/18",58.96,"3091.58",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/28/18",404.35,"11/3/18",2224.65,"11/10/18",4266.91,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"3985.38",5,0,5,NA,0,NA,NA,NA,NA,86,42,"91",133,NA,NA,NA,NA,NA,NA,"found more than 10 late first wasp larvae",0,293,298,298,309,311,302,308,315,NA,NA,NA,NA,NA,316,NA,"0",9.98333333333333,11.25,16.8833333333333,5,9,15,22,NA,NA,NA,NA,NA,23,18,NA,0.037593984962406,0,NA,NA,128,0.671875,0.328125,"high"
67,"mid",25,10,42,3,NA,"10/19/18","10/24/18",09:52:00,2,"10/24/18",60.57,"461.67",4,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/28/18",461.67,"11/4/18",1815.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"4594.88",193,185,8,NA,0,0,0,0,0,39,0,"232",232,NA,NA,NA,NA,NA,NA,"2 wasp larvae that looked caught in cuticle at molt to 3rd. 1 1st, not counted",0,293,298,298,302,304,302,309,NA,NA,NA,NA,NA,NA,314,NA,"0",9.86666666666667,12.0833333333333,16.2333333333333,5,9,16,NA,NA,NA,NA,NA,NA,21,16,NA,0.831896551724138,0,NA,NA,39,1,0,"high"
68,"control",25,10,42,3,NA,"10/19/18","10/24/18",10:01:00,1,"10/24/18",55.44,"FALSE",NA,NA,NA,NA,NA,"10/30/18",197.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18",4,0,"548.89",7,7,0,"11/12/18",4,0,4,0,1.11,1,1,"8",9,NA,NA,NA,NA,NA,NA,"found 1 giant egg, 1 immat 2nd instar",0,293,298,298,0,NA,304,NA,NA,NA,NA,NA,NA,NA,311,317,"0",10.0166666666667,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18,13,19,0.777777777777778,0.444444444444444,0.2775,NA,2,0.5,0.5,"none"
69,"control",25,10,0,0,NA,"10/19/18","10/24/18",10:08:00,2,"10/24/18",71.41,"FALSE",NA,NA,NA,NA,NA,"10/28/18",177.8,"11/2/18",981.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",5,0,"3369.06",163,143,20,"11/13/18",114,39,75,9.41,14.65,19,1,"182",183,NA,NA,NA,NA,NA,NA,"mostly mature 2nds, 1 immature 2nd, not kept",0,293,298,298,0,NA,302,307,NA,NA,NA,NA,NA,NA,312,318,"0",10.1333333333333,NA,NA,5,9,14,NA,NA,NA,NA,NA,NA,19,14,20,0.890710382513661,0.622950819672131,0.195333333333333,0.241282051282051,20,0.95,0.05,"none"
70,"early",25,10,42,3,NA,"10/19/18","10/24/18",09:43:00,1,"10/24/18",49.09,"49.09",3,"10/24/18",10:30:00,"10/26/18",16:26:00,"10/30/18",267.61,"11/3/18",1622.11,"11/12/18",11023.43,"5","11/19/18",14811.21,"5","11/26/18",15212.44,"cull",NA,NA,NA,"11/26/18","15212.44",NA,NA,"11/5/18",5,1,"1692.87",0,0,0,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"there were no cocoons or wasp larvae in petri dish at 48 hr post em. Maybe eaten by caterpillar? weighed 2 days late for P5.1, P5.2 & P5.3",NA,0,293,298,298,298,300,304,308,317,324,331,NA,331,NA,310,NA,"0",9.71666666666667,10.5,16.4333333333333,5,11,15,24,31,38,NA,NA,38,17,12,NA,0,0,NA,NA,NA,NA,NA,"high"
71,"mid",25,10,42,3,NA,"10/19/18","10/24/18",09:53:00,1,"10/24/18",53.55,"292.33",4,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/28/18",292.33,"11/3/18",962.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"3629.81",118,110,8,"11/15/18",103,43,60,11.1,11.88,18,8,"136",144,NA,NA,NA,NA,NA,NA,"8 immature 2nds, saved separately. 3 1st instars",0,293,298,298,302,304,302,308,NA,NA,NA,NA,NA,NA,314,320,"0",9.88333333333333,12.0833333333333,16.2333333333333,5,9,15,NA,NA,NA,NA,NA,NA,21,16,22,0.819444444444444,0.715277777777778,0.198,0.258139534883721,26,0.692307692307692,0.307692307692308,"high"
72,"late",25,10,42,3,"11/5/18","10/19/18","10/24/18",10:01:00,1,"10/24/18",53.94,"1184.48",5,"11/4/18",11:15:00,NA,NA,"10/28/18",306.38,"11/3/18",1137.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4-5th prolegs at molt to 5th. died during heat shock",NA,310,293,298,298,309,NA,302,308,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.0166666666667,11.25,NA,5,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
73,"mid",25,10,42,3,NA,"10/19/18","10/24/18",09:54:00,1,"10/24/18",56.7,"511.24",4,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/28/18",511.24,"11/3/18",1502.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",5,0,"3870.95",76,68,8,"11/13/18",56,0,56,0,20.69,31,0,"107",107,NA,NA,NA,NA,NA,NA,NA,0,293,298,298,302,304,302,308,NA,NA,NA,NA,NA,NA,312,318,"0",9.9,12.0833333333333,16.2333333333333,5,9,15,NA,NA,NA,NA,NA,NA,19,14,20,0.710280373831776,0.523364485981308,0.369464285714286,NA,31,1,0,"high"
74,"control",25,10,42,3,NA,"10/19/18","10/24/18",10:02:00,1,"10/24/18",48.76,"FALSE",NA,NA,NA,NA,NA,"10/28/18",308.78,"11/2/18",1308.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18",5,0,"3190.54",87,72,15,"11/12/18",61,6,55,2.19,13.39,18,2,"105",107,NA,NA,NA,NA,NA,NA,"dish marked as ""late"", but all the data matches for this row, which is control. 2 immature 2nds, no 1sts seen",0,293,298,298,0,NA,302,307,NA,NA,NA,NA,NA,NA,311,317,"0",10.0333333333333,NA,NA,5,9,14,NA,NA,NA,NA,NA,NA,18,13,19,0.813084112149533,0.570093457943925,0.243454545454545,0.365,20,0.9,0.1,"none"
75,"control",25,10,0,0,NA,"10/19/18","10/24/18",10:09:00,2,"10/24/18",54.27,"FALSE",NA,NA,NA,NA,NA,"10/28/18",346.97,"11/2/18",1755.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",5,0,"5524.47",330,214,116,NA,0,0,0,0,0,155,9,"485",494,NA,NA,NA,NA,NA,NA,"some mat 2nds look stuck in their cuticle. some 1st instars found",0,293,298,298,0,NA,302,307,NA,NA,NA,NA,NA,NA,312,NA,"0",10.15,NA,NA,5,9,14,NA,NA,NA,NA,NA,NA,19,14,NA,0.668016194331984,0,NA,NA,164,0.945121951219512,0.0548780487804878,"none"
76,"early",25,10,42,3,NA,"10/19/18","10/24/18",09:44:00,1,"10/24/18",67.13,"67.13",3,"10/24/18",10:30:00,"10/26/18",16:26:00,"10/29/18",290.61,"11/3/18",1345.28,"11/10/18",10763.22,"5","11/17/18",14466.48,"5","11/24/18",15252.44,"cull",NA,NA,NA,"11/24/18","15252.44",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 3rd-5th prolegs at molt to 5th",NA,0,293,298,298,298,300,303,308,315,322,329,NA,329,NA,NA,NA,"0",9.73333333333333,10.5,16.4333333333333,5,10,15,22,29,36,NA,NA,36,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
77,"mid",25,10,42,3,"10/31/18","10/19/18","10/24/18",09:56:00,2,"10/24/18",59.9,"287.82",3,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/29/18",223.02,"11/5/18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,305,293,298,298,302,304,303,310,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.93333333333333,12.0833333333333,16.2333333333333,5,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
78,"late",25,10,42,3,"11/5/18","10/19/18","10/24/18",10:03:00,2,"10/24/18",66.99,"887.31",5,"11/5/18",09:12:00,NA,NA,"10/28/18",178.53,"11/4/18",784.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4-5th prolegs at molt to 4th. removed cuticle from 4-5th prolegs at molt to 5th. died during heat shock",NA,310,293,298,298,310,NA,302,309,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.05,9.2,NA,5,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
79,"mid",25,10,42,3,NA,"10/19/18","10/24/18",09:57:00,1,"10/24/18",49.87,"147.98",4,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/28/18",147.98,"11/3/18",755.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4-5th prolegs at molt to 4th",NA,0,293,298,298,302,304,302,308,NA,NA,NA,NA,NA,NA,NA,NA,"0",9.95,12.0833333333333,16.2333333333333,5,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
80,"late",25,10,42,3,NA,"10/19/18","10/24/18",10:04:00,1,"10/24/18",55.02,"1572.82",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/28/18",284.66,"11/3/18",1364.3,"11/10/18",3100.66,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"3475.82",16,13,3,"11/19/18",8,3,5,0.82,1.09,45,51,"61",112,NA,NA,NA,NA,NA,NA,NA,0,293,298,298,309,311,302,308,315,NA,NA,NA,NA,NA,318,324,"0",10.0666666666667,11.25,16.8833333333333,5,9,15,22,NA,NA,NA,NA,NA,25,20,26,0.142857142857143,0.0714285714285714,0.218,0.273333333333333,96,0.46875,0.53125,"high"
81,"mid",25,10,42,3,NA,"10/19/18","10/24/18",09:58:00,1,"10/24/18",50.4,"181.20",3,"10/28/18",12:05:00,"10/30/18",16:14:00,"10/29/18",157.97,"11/4/18",471.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"1476.93",49,47,2,"11/16/18",45,24,21,8.14,4.13,20,11,"69",80,NA,NA,NA,NA,NA,NA,NA,0,293,298,298,302,304,303,309,NA,NA,NA,NA,NA,NA,314,321,"0",9.96666666666667,12.0833333333333,16.2333333333333,5,10,16,NA,NA,NA,NA,NA,NA,21,16,23,0.6125,0.5625,0.196666666666667,0.339166666666667,31,0.645161290322581,0.354838709677419,"high"
82,"control",25,10,42,3,NA,"10/19/18","10/24/18",10:05:00,1,"10/24/18",59.91,"FALSE",NA,NA,NA,NA,NA,"10/29/18",357.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/5/18",4,1,"2126.08",64,50,14,"11/12/18",40,9,31,1.94,5.23,57,3,"121",124,NA,NA,NA,NA,NA,NA,"3 young immature 2nds, no 1sts seen",0,293,298,298,0,NA,303,NA,NA,NA,NA,NA,NA,NA,310,317,"0",10.0833333333333,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,17,12,19,0.516129032258065,0.32258064516129,0.168709677419355,0.215555555555556,60,0.95,0.05,"none"
83,"control",25,10,0,0,NA,"10/20/18","10/25/18",09:43:00,1,"10/25/18",69.28,"FALSE",NA,NA,NA,NA,NA,"10/30/18",284.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18",4,1,"1469.14",65,61,4,"11/12/18",57,16,41,5.17,8.51,41,0,"106",106,NA,NA,NA,NA,NA,NA,"mostly mature 2nds, a few younger 2nds. 1 middling 1st, not counted in unem",0,294,299,299,0,NA,304,NA,NA,NA,NA,NA,NA,NA,311,317,"0",9.71666666666667,NA,NA,5,10,NA,NA,NA,NA,NA,NA,NA,17,12,18,0.613207547169811,0.537735849056604,0.207560975609756,0.323125,41,1,0,"none"
84,"early",25,10,42,3,NA,"10/20/18","10/25/18",09:45:00,2,"10/25/18",58.67,"58.67",3,"10/25/18",09:45:00,"10/27/18",16:45:00,"11/1/18",207.41,"11/6/18",1060.98,"11/13/18",8630.57,"5","11/20/18",11124.67,"5","11/27/18",11209.84,"cull",NA,NA,NA,"11/27/18","11209.84",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"2 ovp by same wasp",NA,0,294,299,299,299,301,306,311,318,325,332,NA,332,NA,NA,NA,"0",9.75,9.75,16.75,5,12,17,24,31,38,NA,NA,38,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
85,"mid",25,10,42,3,"11/11/18","10/20/18","10/25/18",09:35:00,1,"10/25/18",69.46,"353.46",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/29/18",337.22,"11/5/18",1439.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"had just begun to molt into 4th, headcap off but cuticle remained. did not remove cuticle, removed 4th cuticle on 10/30/18. removed cuticle from 2nd proleg after molt into 5th.",NA,316,294,299,299,303,305,303,310,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.58333333333333,9,16.35,5,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
86,"late",25,10,42,3,NA,"10/20/18","10/25/18",09:41:00,1,"10/25/18",50.45,"2823.67",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/30/18",422.11,"11/4/18",2359.44,"11/11/18",4115.32,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"4115.32",34,14,20,"11/17/18",5,0,5,0,1.62,11,91,"45",136,NA,NA,NA,NA,NA,NA,"at least 2 1st instars",0,294,299,299,310,312,304,309,316,NA,NA,NA,NA,NA,316,322,"0",9.68333333333333,9.2,17.0166666666667,5,10,15,22,NA,NA,NA,NA,NA,22,17,23,0.25,0.0367647058823529,0.324,NA,102,0.107843137254902,0.892156862745098,"high"
87,"mid",25,10,42,3,NA,"10/20/18","10/25/18",09:34:00,1,"10/25/18",78.67,"393.97",4,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/28/18",314.04,"11/4/18",2158.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"4919.41",187,173,14,"11/15/18",155,38,117,12.28,29.8,34,11,"221",232,NA,NA,NA,NA,NA,NA,"34 mature 2nds, 11 immature 2nds, 5 1sts",0,294,299,299,303,305,302,309,NA,NA,NA,NA,NA,NA,314,320,"0",9.56666666666667,9,16.35,5,8,15,NA,NA,NA,NA,NA,NA,20,15,21,0.806034482758621,0.668103448275862,0.254700854700855,0.323157894736842,45,0.755555555555556,0.244444444444444,"high"
88,"control",25,10,42,3,NA,"10/20/18","10/25/18",09:40:00,1,"10/25/18",72.42,"FALSE",NA,NA,NA,NA,NA,"10/31/18",136.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/7/18",4,0,"618.88",58,44,14,"11/13/18",38,18,20,4.18,3.68,27,0,"85",85,NA,NA,NA,NA,NA,NA,"2nds in various stages, mostly mature 2nds, but some younger, multiple 1st instars, not counted",0,294,299,299,0,NA,305,NA,NA,NA,NA,NA,NA,NA,312,318,"0",9.66666666666667,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18,13,19,0.682352941176471,0.447058823529412,0.184,0.232222222222222,27,1,0,"none"
89,"control",25,10,0,0,NA,"10/20/18","10/25/18",09:42:00,1,"10/25/18",70.04,"FALSE",NA,NA,NA,NA,NA,"10/28/18",480.91,"11/1/18",2317.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/6/18","12155.57",NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,1,NA,NA,NA,NA,0,294,299,299,0,NA,302,306,NA,NA,NA,NA,NA,311,NA,NA,"0",9.7,NA,NA,5,8,12,NA,NA,NA,NA,17,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
90,"early",25,10,42,3,NA,"10/20/18","10/25/18",09:44:00,1,"10/25/18",69.77,"69.77",3,"10/25/18",09:45:00,"10/27/18",16:45:00,"10/29/18",248.28,"11/4/18",1238.69,"11/11/18",9155.57,"5","11/18/18",11977.51,"5","11/25/18",11718.1,"cull",NA,NA,NA,"11/25/18","11718.10",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,294,299,299,299,301,303,309,316,323,330,NA,330,NA,NA,NA,"0",9.73333333333333,9.75,16.75,5,9,15,22,29,36,NA,NA,36,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
91,"mid",25,10,42,3,"11/8/18","10/20/18","10/25/18",09:33:00,1,"10/25/18",54.3,"216.09",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/30/18",185.68,"11/7/18",395.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,313,294,299,299,303,305,304,312,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.55,9,16.35,5,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
92,"late",25,10,42,3,NA,"10/20/18","10/25/18",09:39:00,1,"10/25/18",58.98,"1949.97",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/29/18",252.02,"11/3/18",1678.51,"11/10/18",3408.77,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,NA,"3123.04",8,7,1,"11/18/18",5,3,2,0.89,0.34,37,27,"45",72,NA,NA,NA,NA,NA,"horn damaged at ovp","27 immature 2nds of various sizes, at least 11 1sts",0,294,299,299,309,311,303,308,315,NA,NA,NA,NA,NA,316,323,"0",9.65,11.25,16.8833333333333,5,9,14,21,NA,NA,NA,NA,NA,22,17,24,0.111111111111111,0.0694444444444444,0.17,0.296666666666667,64,0.578125,0.421875,"high"
93,"mid",25,10,42,3,NA,"10/20/18","10/25/18",09:32:00,1,"10/25/18",72.06,"333.91",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/30/18",351.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/18",4,1,"1292.11",40,32,8,"11/14/18",20,3,17,1.07,3.59,11,0,"51",51,NA,NA,NA,NA,NA,NA,"all mature 2nds",0,294,299,299,303,305,304,NA,NA,NA,NA,NA,NA,NA,313,319,"0",9.53333333333333,9,16.35,5,10,NA,NA,NA,NA,NA,NA,NA,19,14,20,0.784313725490196,0.392156862745098,0.211176470588235,0.356666666666667,11,1,0,"high"
94,"late",25,10,42,3,NA,"10/20/18","10/25/18",09:38:00,1,"10/25/18",55.24,"2006.77",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/28/18",225.48,"11/3/18",1268.09,"11/10/18",2865.96,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"2747.12",2,2,0,"11/19/18",2,0,2,0,0.42,50,65,"52",117,NA,NA,NA,NA,NA,NA,"65 immature 2nds of various sizes. at least 3 1sts",0,294,299,299,309,311,302,308,315,NA,NA,NA,NA,NA,317,324,"0",9.63333333333333,11.25,16.8833333333333,5,8,14,21,NA,NA,NA,NA,NA,23,18,25,0.0170940170940171,0.0170940170940171,0.21,NA,115,0.434782608695652,0.565217391304348,"high"
95,"mid",25,10,42,3,NA,"10/20/18","10/25/18",09:31:00,1,"10/25/18",65.1,"255.56",3,"10/29/18",09:00:00,"10/31/18",16:21:00,"10/30/18",270.54,"11/5/18",1532.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/18",5,0,"4232.02",116,103,13,"11/17/18",83,47,36,11.78,8.85,13,3,"129",132,NA,NA,NA,NA,NA,NA,"3 small immatue 2nds. at least 1 small 1st. at least 1 well defined melanized plaque",0,294,299,299,303,305,304,310,NA,NA,NA,NA,NA,NA,315,322,"0",9.51666666666667,9,16.35,5,10,16,NA,NA,NA,NA,NA,NA,21,16,23,0.878787878787879,0.628787878787879,0.245833333333333,0.25063829787234,16,0.8125,0.1875,"high"
96,"late",25,10,42,3,NA,"10/20/18","10/25/18",09:37:00,1,"10/25/18",62.45,"2617.75",5,"11/4/18",11:15:00,"11/6/18",16:53:00,"10/29/18",337.89,"11/3/18",1618.54,"11/10/18",3819.92,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"3997.19",0,0,0,NA,0,NA,NA,NA,NA,34,63,"34",97,NA,NA,NA,NA,NA,"had melanized circles on dorsal cuticle--looks like wasp larvae had tried to chew through and failed? Marking 11/13/18 as date of emergence. Putting small piece of food in clean dish to see if it will still eat. 11/15/18, caterpllar did not eat. Treated as had emergence and froze.",NA,0,294,299,299,309,311,303,308,315,NA,NA,NA,NA,NA,318,NA,"0",9.61666666666667,11.25,16.8833333333333,5,9,14,21,NA,NA,NA,NA,NA,24,19,NA,0,0,NA,NA,97,0.350515463917526,0.649484536082474,"high"
