"id","shock.stage","temp.avg","temp.var","hs.temp","hs.num","date.died","date.hatch","date.ovp","time.ovp","num.ovp","date.3","mass.3","mass.in.hs","inst.in.hs","date.in.hs","time.in.hs","date.out.hs","time.out.hs","date.4","mass.4","date.5","mass.5","date.p5.1","mass.p5.1","instar.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.cull","mass.cull","date.wand","mass.wand","date.em","instar.em","bled.em","mass.48em","num.em","num.coc","num.fail.spin","date.ecl","num.ecl","fem.ecl","male.ecl","fem.mass","male.mass","num.unem.mat","num.unem.im","mat.load","tot.load","mass.unem","mass.fail.spin","pup","moth.ecl","pv.dna","gen.notes","diss.notes","date.died.j","date.hatch.j","date.ovp.j","date.3.j","date.in.hs.j","date.out.hs.j","date.4.j","date.5.j","date.p5.1.j","date.p5.2.j","date.p5.3.j","date.p5.4.j","date.cull.j","date.wand.j","date.em.j","date.ecl.j","died.bf5","time.ovp.dec","time.in.hs.dec","time.out.hs.dec","tt3","tt4","tt5","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttwand","ttcull","ttem.h","ttem.w","ttecl","ps.em","ps.ecl","ind.male.mass","ind.fem.mass","tot.unem","p.unem.mat","p.unem.im","hs.cal"
133,"late",25,10,42,3,NA,"10/20/18","10/26/18",09:57:00,1,"10/26/18",79.63,"2287.08",5,"11/7/18",09:20:00,"11/9/18",17:15:00,"10/30/18",277.48,"11/6/18",1942.64,"11/13/18",3344.21,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"3344.21",51,23,28,"11/20/18",7,0,7,0,1.75,36,8,"87",95,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,312,314,304,311,318,NA,NA,NA,NA,NA,318,325,"0",9.95,9.33333333333333,17.25,6,10,17,24,NA,NA,NA,NA,NA,24,18,25,0.536842105263158,0.0736842105263158,0.25,NA,44,0.818181818181818,0.181818181818182,"high"
134,"mid",25,10,42,3,NA,"10/20/18","10/26/18",09:46:00,1,"10/26/18",73.27,"405.56",3,"10/30/18",10:10:00,"11/1/18",16:16:00,"10/31/18",NA,"11/9/18",1572.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/14/18",5,0,"2187.89",69,67,2,"11/20/18",46,0,46,0,12.48,14,5,"83",88,NA,NA,NA,NA,NA,"mass at 4th was missing. removed cuticle from 3rd proleg after molt into 5th.",NA,0,294,300,300,304,306,305,314,NA,NA,NA,NA,NA,NA,319,325,"0",9.76666666666667,10.1666666666667,16.2666666666667,6,11,20,NA,NA,NA,NA,NA,NA,25,19,25,0.784090909090909,0.522727272727273,0.271304347826087,NA,19,0.736842105263158,0.263157894736842,"high"
135,"late",25,10,42,3,NA,"10/20/18","10/26/18",09:59:00,2,"10/26/18",62.32,"2993.21",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/29/18",295.95,"11/4/18",2166.63,"11/11/18",5257.71,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"4977.05",7,4,3,"11/20/18",1,0,1,0,0.18,155,32,"162",194,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,310,312,303,309,316,NA,NA,NA,NA,NA,317,325,"0",9.98333333333333,9.2,17.0166666666667,6,9,15,22,NA,NA,NA,NA,NA,23,17,25,0.0360824742268041,0.00515463917525773,0.18,NA,187,0.828877005347594,0.171122994652406,"high"
136,"control",25,10,0,0,NA,"10/20/18","10/26/18",10:10:00,2,"10/26/18",57.29,"FALSE",NA,NA,NA,NA,NA,"10/31/18",328.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/8/18",4,0,"2224.64",38,29,9,"11/15/18",23,8,15,1.66,2.51,NA,NA,"38",38,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,0,NA,305,NA,NA,NA,NA,NA,NA,NA,313,320,"0",10.1666666666667,NA,NA,6,11,NA,NA,NA,NA,NA,NA,NA,19,13,20,1,0.605263157894737,0.167333333333333,0.2075,NA,NA,NA,"none"
137,"early",25,10,42,3,NA,"10/20/18","10/26/18",10:16:00,1,"10/26/18",62.75,"62.75",3,"10/26/18",10:20:00,"10/28/18",20:45:00,"10/31/18",NA,"11/5/18",2243.62,"11/12/18",14186.39,"5","11/19/18",18279.91,"5","11/26/18",13791.19,"cull",NA,NA,NA,"11/26/18","13791.19",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,90,25,"90",115,NA,NA,NA,NA,NA,"weight at 4th missing. found on 11/5/18 at 5th molt.","90 mature 2nds, counted in num.unem. Also were 25 immature 2nds, saved in separate tube. Did not see any 1sts.",0,294,300,300,300,302,305,310,317,324,331,NA,331,NA,NA,NA,"0",10.2666666666667,10.3333333333333,20.75,6,11,16,23,30,37,NA,NA,37,NA,NA,NA,0,0,NA,NA,115,0.782608695652174,0.217391304347826,"high"
138,"mid",25,10,42,3,NA,"10/20/18","10/26/18",09:47:00,1,"10/26/18",59.68,"414.47",3,"10/30/18",10:10:00,"11/1/18",16:16:00,"10/31/18",346.33,"11/7/18",1358.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"2510.33",54,53,1,"11/17/18",53,16,37,6.51,11.17,8,0,"62",62,NA,NA,NA,NA,NA,"removed cuticle from 5th proleg after molt into 4th",NA,0,294,300,300,304,306,305,312,NA,NA,NA,NA,NA,NA,316,322,"0",9.78333333333333,10.1666666666667,16.2666666666667,6,11,18,NA,NA,NA,NA,NA,NA,22,16,22,0.870967741935484,0.854838709677419,0.301891891891892,0.406875,8,1,0,"high"
139,"late",25,10,42,3,NA,"10/20/18","10/26/18",10:00:00,1,"10/26/18",67.56,"2450.55",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/30/18",409.78,"11/4/18",2038.59,"11/11/18",3224.69,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"3224.69",7,6,1,"11/18/18",5,2,3,0.47,0.56,59,24,"66",90,NA,NA,NA,NA,NA,NA,"24 immature 2nds of various sizes. at least 1 small 1st. Several 2nds that half shed cuticle",0,294,300,300,310,312,304,309,316,NA,NA,NA,NA,NA,316,323,"0",10,9.2,17.0166666666667,6,10,15,22,NA,NA,NA,NA,NA,22,16,23,0.0777777777777778,0.0555555555555556,0.186666666666667,0.235,83,0.710843373493976,0.289156626506024,"high"
140,"mid",25,10,42,3,"11/1/18","10/20/18","10/26/18",09:48:00,1,"10/26/18",65.82,"242.46",3,"10/30/18",10:10:00,NA,NA,"11/1/18",176.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg after molt into 4th, caterpillar bleed. died during heat shock, possibly due to the cuticle removal.",NA,306,294,300,300,304,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.8,10.1666666666667,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
141,"late",25,10,42,3,"11/5/18","10/20/18","10/26/18",10:02:00,1,"10/26/18",67.89,"1175.15",5,"11/5/18",09:12:00,NA,NA,"10/30/18",235.23,"11/4/18",1260.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"did not shed over thoracic legs at molt to 5th, removed partially. removed head cap at molt to 5th. looks poorly prior to going into heat shock, may not survive Heat shock. died during heat shock",NA,310,294,300,300,310,NA,304,309,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.0333333333333,9.2,NA,6,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
142,"control",25,10,0,0,NA,"10/20/18","10/26/18",10:11:00,1,"10/26/18",61.62,"FALSE",NA,NA,NA,NA,NA,"10/30/18",342.74,"11/5/18",2252.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/9/18",5,0,"3755.75",76,72,4,"11/15/18",61,0,61,0,19.37,32,0,"108",108,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,0,NA,304,310,NA,NA,NA,NA,NA,NA,314,320,"0",10.1833333333333,NA,NA,6,10,16,NA,NA,NA,NA,NA,NA,20,14,20,0.703703703703704,0.564814814814815,0.317540983606557,NA,32,1,0,"none"
143,"early",25,10,42,3,"10/28/18","10/20/18","10/26/18",10:18:00,1,"10/26/18",58.48,"58.48",3,"10/26/18",10:20:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock",NA,302,294,300,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.3,10.3333333333333,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
144,"mid",25,10,42,3,NA,"10/20/18","10/26/18",09:49:00,2,"10/26/18",63.07,"393.68",4,"10/30/18",10:10:00,"11/1/18",16:16:00,"11/1/18",291.74,"11/5/18",2085.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/10/18",5,0,"4632.64",185,174,11,"11/16/18",162,29,133,7.69,26.1,19,0,"204",204,NA,NA,NA,NA,NA,"wasp cup dropped out of freezer--loss of many antennae, some heads. Could affect mass",NA,0,294,300,300,304,306,306,310,NA,NA,NA,NA,NA,NA,315,321,"0",9.81666666666667,10.1666666666667,16.2666666666667,6,12,16,NA,NA,NA,NA,NA,NA,21,15,21,0.906862745098039,0.794117647058823,0.196240601503759,0.265172413793103,19,1,0,"high"
145,"late",25,10,42,3,NA,"10/20/18","10/26/18",10:03:00,1,"10/26/18",77.91,"3514.15",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/29/18",311.05,"11/4/18",28223.12,"11/11/18",5241.34,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"4966.03",4,4,0,"11/18/18",3,0,3,0,1.03,113,55,"117",172,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,310,312,303,309,316,NA,NA,NA,NA,NA,317,323,"0",10.05,9.2,17.0166666666667,6,9,15,22,NA,NA,NA,NA,NA,23,17,23,0.0232558139534884,0.0174418604651163,0.343333333333333,NA,168,0.672619047619048,0.327380952380952,"high"
146,"mid",25,10,42,3,"11/9/18","10/20/18","10/26/18",09:51:00,1,"10/26/18",66.62,"312.52",3,"10/30/18",10:10:00,"11/1/18",16:16:00,"10/31/18",328.29,"11/8/18",915.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 5th proleg after molt into 5th.",NA,314,294,300,300,304,306,305,313,NA,NA,NA,NA,NA,NA,NA,NA,"1",9.85,10.1666666666667,16.2666666666667,6,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
147,"late",25,10,42,3,NA,"10/20/18","10/26/18",10:04:00,2,"10/26/18",47.71,"1907.66",5,"11/5/18",09:12:00,"11/7/18",17:01:00,"10/30/18",242.53,"11/4/18",1424.26,"11/11/18",3033.56,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"3033.56",3,2,1,NA,0,0,0,0,0,84,16,"87",103,NA,NA,NA,NA,NA,NA,NA,0,294,300,300,310,312,304,309,316,NA,NA,NA,NA,NA,316,NA,"0",10.0666666666667,9.2,17.0166666666667,6,10,15,22,NA,NA,NA,NA,NA,22,16,NA,0.029126213592233,0,NA,NA,100,0.84,0.16,"high"
148,"control",25,10,0,0,NA,"10/23/18","10/29/18",11:46:00,1,"10/29/18",68.25,"FALSE",NA,NA,NA,NA,NA,"11/2/18",171.04,"11/7/18",846.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/11/18",5,0,"2243.49",65,62,3,"11/18/18",57,17,40,4.9,12.99,3,0,"68",68,NA,NA,NA,NA,NA,NA,NA,0,297,303,303,0,NA,307,312,NA,NA,NA,NA,NA,NA,316,323,"0",11.7666666666667,NA,NA,6,10,15,NA,NA,NA,NA,NA,NA,19,13,20,0.955882352941177,0.838235294117647,0.32475,0.288235294117647,3,1,0,"none"
149,"early",25,10,42,3,"11/13/18","10/23/18","10/29/18",10:46:00,1,"10/29/18",66.82,"66.82",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/4/18",377.05,"11/8/18",1278.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 5th proleg during molt into 5th",NA,318,297,303,303,303,305,309,313,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.7666666666667,11,16.35,6,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
150,"mid",25,10,42,3,"11/10/18","10/23/18","10/29/18",11:26:00,2,"10/29/18",54.08,"264.13",3,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/2/18",245.09,"11/9/18",634.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 3rd proleg after molt into 4th. removed cuticle from all prolegs after molt into 5th.",NA,315,297,303,303,307,309,307,314,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.4333333333333,9.25,17.75,6,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
151,"late",25,10,42,3,NA,"10/23/18","10/29/18",11:35:00,3,"10/29/18",51.42,"3198.27",5,"11/9/18",10:20:00,"11/11/18",16:18:00,"11/2/18",222,"11/6/18",951.96,"11/15/18",5103.06,"5","11/22/18",5756.55,"5","11/29/18",5231.64,"cull",NA,NA,NA,"11/29/18","5231.64",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"weighed 2 days late for P5.1, P5.2 & P5.3",NA,0,297,303,303,314,316,307,311,320,327,334,NA,334,NA,NA,NA,"0",11.5833333333333,10.3333333333333,16.3,6,10,14,23,30,37,NA,NA,37,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
152,"mid",25,10,42,3,NA,"10/23/18","10/29/18",11:27:00,1,"10/29/18",33.67,"287.78",5,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/1/18",187.56,"11/8/18",1999.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"3142.72",133,128,5,"11/18/18",87,10,77,2.53,15.86,15,2,"148",150,NA,NA,NA,NA,NA,NA,NA,0,297,303,303,307,309,306,313,NA,NA,NA,NA,NA,NA,317,323,"0",11.45,9.25,17.75,6,9,16,NA,NA,NA,NA,NA,NA,20,14,20,0.886666666666667,0.58,0.205974025974026,0.253,17,0.882352941176471,0.117647058823529,"high"
153,"late",25,10,42,3,NA,"10/23/18","10/29/18",11:37:00,1,"10/29/18",53.06,"1866.59",5,"11/8/18",09:45:00,"11/10/18",17:15:00,"11/1/18",244.36,"11/7/18",1458.42,"11/14/18",3247.78,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/17/18",5,0,"2872.07",1,0,1,NA,0,NA,NA,NA,NA,12,41,"13",54,NA,NA,NA,NA,NA,NA,NA,0,297,303,303,313,315,306,312,319,NA,NA,NA,NA,NA,322,NA,"0",11.6166666666667,9.75,17.25,6,9,15,22,NA,NA,NA,NA,NA,25,19,NA,0.0185185185185185,0,NA,NA,53,0.226415094339623,0.773584905660377,"high"
154,"late",25,10,0,0,NA,"10/23/18","10/29/18",11:47:00,2,"10/29/18",52.84,"2778.49",5,"11/9/18",10:20:00,"11/11/18",16:18:00,"11/3/18",270.27,"11/8/18",2123.79,"11/15/18",4424.33,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"4094.47",17,9,8,"11/24/18",1,1,0,0.24,0,110,40,"127",167,NA,NA,NA,NA,NA,NA,"40 immature 2nds of various sizes. Several 1sts of various sizes, not counted. 1 or 2 2nds that look like they failed to molt to 3rd",0,297,303,303,314,316,308,313,320,NA,NA,NA,NA,NA,321,329,"0",11.7833333333333,10.3333333333333,16.3,6,11,16,23,NA,NA,NA,NA,NA,24,18,26,0.101796407185629,0.00598802395209581,NA,0.24,150,0.733333333333333,0.266666666666667,"high"
155,"early",25,10,42,3,NA,"10/23/18","10/29/18",10:49:00,1,"10/29/18",75.69,"75.69",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/4/18",403.49,"11/8/18",1592.9,"11/15/18",13162.03,"5","11/22/18",15513.69,"5",NA,NA,NA,NA,NA,NA,"11/27/18","14722.24",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,297,303,303,303,305,309,313,320,327,NA,NA,332,NA,NA,NA,"0",10.8166666666667,11,16.35,6,12,16,23,30,NA,NA,NA,35,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
156,"mid",25,10,42,3,NA,"10/23/18","10/29/18",11:28:00,1,"10/29/18",56.06,"296.91",4,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/1/18",229.64,"11/8/18",1853.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"4152.37",102,98,4,"11/18/18",71,0,71,0,15.74,17,1,"119",120,NA,NA,NA,NA,NA,NA,"mostly mature 2nds. 1 immature 2nds, not counted and not saved",0,297,303,303,307,309,306,313,NA,NA,NA,NA,NA,NA,317,323,"0",11.4666666666667,9.25,17.75,6,9,16,NA,NA,NA,NA,NA,NA,20,14,20,0.85,0.591666666666667,0.22169014084507,NA,18,0.944444444444444,0.0555555555555556,"high"
157,"late",25,10,42,3,NA,"10/23/18","10/29/18",11:38:00,1,"10/29/18",58.64,"2813.12",5,"11/10/18",07:47:00,"11/12/18",16:58:00,"11/3/18",246.72,"11/9/18",2055.74,"11/16/18",4575.72,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/16/18",5,0,"4575.72",15,12,3,"11/22/18",2,0,2,0,0.44,67,21,"82",103,NA,NA,NA,NA,NA,NA,"21 immature 2nds of various sizes. at least 3 small 1sts. large unhatched egg found as well",0,297,303,303,315,317,308,314,321,NA,NA,NA,NA,NA,321,327,"0",11.6333333333333,7.78333333333333,16.9666666666667,6,11,17,24,NA,NA,NA,NA,NA,24,18,24,0.145631067961165,0.0194174757281553,0.22,NA,88,0.761363636363636,0.238636363636364,"high"
158,"mid",25,10,42,3,NA,"10/23/18","10/29/18",11:29:00,1,"10/29/18",72.83,"364.78",4,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/1/18",236.99,"11/8/18",1589.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"3044.82",40,40,0,"11/18/18",32,19,13,6.2,3.28,4,0,"44",44,NA,NA,NA,NA,NA,NA,NA,0,297,303,303,307,309,306,313,NA,NA,NA,NA,NA,NA,317,323,"0",11.4833333333333,9.25,17.75,6,9,16,NA,NA,NA,NA,NA,NA,20,14,20,0.909090909090909,0.727272727272727,0.252307692307692,0.326315789473684,4,1,0,"high"
159,"late",25,10,42,3,"11/14/18","10/24/18","10/29/18",11:39:00,1,"10/29/18",55,"FALSE",NA,NA,NA,NA,NA,"11/3/18",76.36,"11/13/18",290.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4-5th prolegs at molt to 4th. removed cuticle from 4-5th prolegs at molt to 5th. Died prior to being put in HS.",NA,319,298,303,303,0,NA,308,318,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.65,NA,NA,5,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"none"
160,"late",25,10,0,0,NA,"10/24/18","10/29/18",11:48:00,2,"10/29/18",73.32,"3301.02",5,"11/9/18",10:20:00,"11/11/18",16:18:00,"11/2/18",316.17,"11/8/18",2360.12,"11/15/18",4399.65,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/15/18",5,0,"4399.65",15,6,9,NA,0,0,0,0,0,70,48,"85",133,NA,NA,NA,NA,NA,NA,"40 immature 2nds of various sizes. 4 1st instars",0,298,303,303,314,316,307,313,320,NA,NA,NA,NA,NA,320,NA,"0",11.8,10.3333333333333,16.3,5,9,15,22,NA,NA,NA,NA,NA,22,17,NA,0.112781954887218,0,NA,NA,118,0.593220338983051,0.406779661016949,"high"
161,"early",25,10,42,3,"11/8/18","10/24/18","10/29/18",10:50:00,1,"10/29/18",73.42,"73.42",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/5/18",92.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg after molt into 4th.",NA,313,298,303,303,303,305,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",10.8333333333333,11,16.35,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
162,"mid",25,10,42,3,"11/4/18","10/24/18","10/29/18",11:31:00,1,"10/29/18",66.52,"308.10",3,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/2/18",291.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"removed cuticle from 4th proleg after molt into 4th. died during heat shock",NA,309,298,303,303,307,309,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.5166666666667,9.25,17.75,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
163,"late",25,10,42,3,NA,"10/24/18","10/29/18",11:40:00,1,"10/29/18",51.27,"1852.29",5,"11/8/18",09:45:00,"11/10/18",17:15:00,"11/2/18",216.43,"11/7/18",1190.36,"11/14/18",4407.61,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/15/18",5,0,"4117.41",10,5,5,NA,0,0,0,0,0,130,27,"140",167,NA,NA,NA,NA,NA,NA,"27 immature 2nds of various sizes--some large, some very small. No 1sts seen. a few mature 2nds that looked caught in shed cuticle--took picture of one",0,298,303,303,313,315,307,312,319,NA,NA,NA,NA,NA,320,NA,"0",11.6666666666667,9.75,17.25,5,9,14,21,NA,NA,NA,NA,NA,22,17,NA,0.0598802395209581,0,NA,NA,157,0.828025477707006,0.171974522292994,"high"
164,"mid",25,10,42,3,NA,"10/24/18","10/29/18",11:32:00,1,"10/29/18",53.67,"332.29",4,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/1/18",211.66,"11/6/18",1241.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/12/18",5,0,"3791.34",160,144,16,"11/18/18",98,72,26,18.77,4.95,17,0,"177",177,NA,NA,NA,NA,NA,NA,NA,0,298,303,303,307,309,306,311,NA,NA,NA,NA,NA,NA,317,323,"0",11.5333333333333,9.25,17.75,5,8,13,NA,NA,NA,NA,NA,NA,19,14,20,0.903954802259887,0.553672316384181,0.190384615384615,0.260694444444444,17,1,0,"high"
165,"late",25,10,42,3,NA,"10/24/18","10/29/18",11:41:00,1,"10/29/18",59.14,"1920.81",5,"11/7/18",09:20:00,"11/9/18",17:15:00,"11/1/18",196.97,"11/6/18",1296.41,"11/13/18",3003.47,"em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11/13/18",5,0,"3003.47",2,1,1,"11/22/18",1,1,0,0.21,0,68,36,"70",106,NA,NA,NA,NA,NA,NA,"immature 2nds many diff sizes. at least 1 1st instar",0,298,303,303,312,314,306,311,318,NA,NA,NA,NA,NA,318,327,"0",11.6833333333333,9.33333333333333,17.25,5,8,13,20,NA,NA,NA,NA,NA,20,15,24,0.0188679245283019,0.00943396226415094,NA,0.21,104,0.653846153846154,0.346153846153846,"high"
166,"late",25,10,0,0,"11/12/18","10/24/18","10/29/18",11:49:00,1,"10/29/18",70.32,"1346.39",4,"11/6/18",10:12:00,"11/8/18",17:07:00,"11/2/18",156.84,"11/5/18",964.89,"11/12/18",2375.79,"dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,317,298,303,303,311,313,307,310,317,NA,NA,NA,NA,NA,NA,NA,"1",11.8166666666667,10.2,17.1166666666667,5,9,12,19,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
167,"early",25,10,42,3,NA,"10/24/18","10/29/18",10:52:00,1,"10/29/18",78.79,"78.79",3,"10/29/18",11:00:00,"10/31/18",16:21:00,"11/3/18",452.2,"11/7/18",2213.24,"11/14/18",14797.41,"5","11/21/18",19117.17,"5","11/28/18",18678.54,"cull",NA,NA,NA,"11/28/18","18678.54",NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,0,298,303,303,303,305,308,312,319,326,333,NA,333,NA,NA,NA,"0",10.8666666666667,11,16.35,5,10,14,21,28,35,NA,NA,35,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
168,"mid",25,10,42,3,"11/4/18","10/24/18","10/29/18",11:33:00,1,"10/29/18",74.09,"108.38",4,"11/2/18",09:15:00,"11/4/18",17:45:00,"11/2/18",108.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,NA,NA,NA,"died during heat shock",NA,309,298,303,303,307,309,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.55,9.25,17.75,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"high"
